label,full_text,preprocessed_column
1,"@DokterTifa Saya harap program Wolbachia dapat diperluas ke seluruh Indonesia. DBD adalah masalah kesehatan masyarakat yang serius, dan kita membutuhkan solusi yang efektif untuk mengatasinya.",harap program wolbachia luas indonesia dbd sehat masyarakat serius butuh solusi efektif atas
1,"@DokterTifa masalahnya kalau nyamuk wolbachia itu berdampak negatif, kenapa diluar negeri kasus DBD berkurang sejak diaplikasikan metode wolbachia ini",nyamuk wolbachia dampak negatif luar negeri dbd kurang aplikasi metode wolbachia
1,"@DokterTifa beneran deh tolongg DBD tuh gak enak, dan dengan ada nya nyamuk wolbachia apalagi ditemenin fakta fakta yang ada, kenapa kita masih ragu?",beneran deh tolongg dbd tuh gak enak nya nyamuk wolbachia ditemenin fakta fakta ragu
1,Metode wolbachia atasi DBD bergantung pada populasi. https://t.co/TewXjWwj6g,metode wolbachia atas dbd gantung populasi
1,Belakangan ini ramai dibahas soal nyamuk wolbachia yang punya claim bisa menekan jumlah kasus DBD  Apa itu sebenarnya nyamuk wolbachia dan bagaimana caranya untuk membasmi DBD?👇🏻 https://t.co/jBl6SOcQdr,ramai bahas nyamuk wolbachia claim tekan dbd nyamuk wolbachia basmi dbd
1,"Begini Cara Kerja Nyamuk Wolbachia, Diklaim Bisa Atasi Tekan Kasus DBD https://t.co/7Cb6al39TQ",kerja nyamuk wolbachia klaim atas tekan dbd
0,Usir nyamuk dengan cara ini gak perlu lagi nyamuk Wolbachia utk berantas DBD.,usir nyamuk gak nyamuk wolbachia utk berantas dbd
1,Penggunaan bakteri wolbachia untuk menekan kasus demam berdarah dengue (DBD) di Indonesia masih menghadapi perdebatan karena banyak yang menganggap teknik tersebut sebagai rekayasa genetika. https://t.co/1jLsbeXmb5,guna bakteri wolbachia tekan demam darah dengue dbd indonesia hadap debat anggap teknik rekayasa genetika
1,"Sepanjang 2023 Hanya Ada 71 Kasus DBD, Turun karena Wolbachia https://t.co/FjNwV0H0iW #beritajogja #jogja #jogjaistimewa https://t.co/NUnIuXKAxi",2023 71 dbd turun wolbachia
1,"Bali Tolak Rencana Kemenkes Lepas 200 Juta Nyamuk Wolbachia untuk Lawan DBD, Merasa Jadi 'Tikus Percobaan' https://t.co/dHmEPUPscU",bal tolak rencana kemenkes lepas 200 juta nyamuk wolbachia lawan dbd tikus coba
1,"@DokterTifa Nyamuk Wolbachia ini berdasarkan riset yg gw baca sih trnyata emang berbahaya, berbahaya buat nyamuk Aides yg buat DBD, buat kita mah gk berbahaya",nyamuk wolbachia dasar riset yg gw baca sih trnyata emang bahaya bahaya nyamuk aides yg dbd mah gk bahaya
1,@DokterTifa Tolonglah dunia per-DBD-an ini bisa usai loh dgn kombinasi 3M + nyamuk Wolbachia ini,tolong dunia perdbdan loh dgn kombinasi 3m nyamuk wolbachia
1,"@DokterTifa Nyamuk aides tuh mereka kan berkembangbiak ya, tapi dengan ada nya nyamuk wolbachia ini bisa bikin nyamuk aides kawin sama wolbachia dan akhirnya DBD yang dibawa sama si aides ini ilang, iyakan..",nyamuk aides tuh berkembangbiak ya nya nyamuk wolbachia bikin nyamuk aides kawin wolbachia dbd bawa si aides ilang iya
1,"@DokterTifa yuk kita saling support, pemerintah udah berani ambil langkah memberantas DBD dengan nyamuk wolbachia, bagian kita adalah mendukung dan support solusi yang ada",yuk support perintah udah berani ambil langkah berantas dbd nyamuk wolbachia dukung support solusi
1,"@DokterTifa saranku sih ya kurang kurangin deh dok mengiring opini publik bikin trust issue, udah terbuka kok kalau nyamuk wolbachia ini ampuh nurnunin jumlah DBD",saran sih ya rangin deh dok iring opini publik bikin trust issue udah buka nyamuk wolbachia ampuh nurnunin dbd
1,@DokterTifa wolbachia ini bagus kok buat nurunin kasus DBD,wolbachia bagus nurunin dbd
1,"Rekayasa genetik nyamuk wolbachia. Wolbachia adalah bakteri alami yang berperan menekan persebaran virus penyebab DBD  Nyamuk ber-wolbachia ada sejak 2011, dimulai di Yogyakarta. Di daerah yg disebar dapat menurunkan kasus DBD sampai 77%   via @kominfo_jtg https://t.co/bzoIckNwgi",rekayasa genetik nyamuk wolbachia wolbachia bakteri alami peran tekan sebar virus sebab dbd nyamuk berwolbachia 2011 yogyakarta daerah yg sebar turun dbd 77 via
1,Ia lalu melanjutkan jika penelitian teknologi Wolbachia di Indonesia dilakukan sepenuhnya oleh Yayasan Tahija. #stophoax #ugm #fkkmkugm #tropmed #tropmedugm #bloodfeedchallenge #bloodfeed #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/WRCSr2r8iY,lanjut teliti teknologi wolbachia indonesia sepenuh yayasan tahija
1,"@DokterTifa gak usah jauh jauh ke luar negeri, coba riset tentang wolbachia di jogja sejak di sebarin kasus DBD di sana kian tahun kian menurun loh",gak negeri coba riset wolbachia jogja sebarin dbd kian kian turun loh
1,@DokterTifa intinya selama ini kan yang kita tau buat mengatasi DBD cuma 3M ini ada topping nyamuk wolbachia yang bikin DBD tuh semakin minggat,inti tau atas dbd 3m topping nyamuk wolbachia bikin dbd tuh minggat
1,"@DokterTifa nyamuk wolbachia ini tuh bukan ancaman buat kita, malah nyamuk wolbachia ini ya bantuin kita menghadapi DBD",nyamuk wolbachia tuh ancam nyamuk wolbachia ya bantuin hadap dbd
1,@DokterTifa Kasus DBD di Jogja turun berkat wolbachia. Saatnya daerah daerah lain jugaa merasakan manfaatnya. Efektif dan terbukti loh.,dbd jogja turun berkat wolbachia daerah daerah jugaa rasa manfaat efektif bukti loh
1,"@DokterTifa Bakteri Wolbachia ada pada nyamuk Aedes. Untuk mencegah virus dengue, penyebab DBD. Supaya jelas nanti saat pembahasan tidak kemana2 banyak banyak  sharing dari ahlinya.",bakteri wolbachia nyamuk aedes cegah virus dengue sebab dbd bahas kemana2 sharing ahli
1,Nyamuk dengan bakteri 'Wolbachia' diklaim dapat menurunkan penyebaran kasus DBD. Bagaimana cara kerja nyamuk ber-Wolbachia melawan DBD? Simak #Infografis #CNNIndonesia: https://t.co/cuQHNEiIaz https://t.co/kTtaffE6DR,nyamuk bakteri wolbachia klaim turun sebar dbd kerja nyamuk berwolbachia lawan dbd simak
1,@BrotoSeno_joyo @DokterTifa kak melawan apa nih? wolbachia ini berhasil menangani DBD diluar negeri loh,kak lawan nih wolbachia hasil tangan dbd luar negeri loh
0,"Klaim Kemenkes &amp  UGM: Nyamuk Wolbachia Efektif Turunkan DBD 77% di Yogyakarta  Di Bali DBD menurun/bervariasi mirip Yogyakarta tanpa adanya Nyamuk Wolbachia, diklaim akibat perubahan iklim  Artinya Kemenkes &amp  UGM adalah 🤡 dan klaimnya adalah 💩 https://t.co/PAgPKoFs9v",klaim kemenkes amp ugm nyamuk wolbachia efektif turun dbd 77 yogyakarta bal dbd menurunbervariasi yogyakarta nyamuk wolbachia klaim akibat ubah iklim kemenkes amp ugm klaim
1,@abi_maulana11 @DokterTifa udah coba telusuri di google? nyamuk wolbachia ini works luh diluar negeri dalam mengatasi nyamuk nyamuk DBD,udah coba telusur google nyamuk wolbachia works luh luar negeri atas nyamuk nyamuk dbd
1,@FarizAG5 @DokterTifa bedakan budidaya nyamuk wolbachia untuk menekan produktivitas dari nyamuk DBD sama asal membudidaya nyamuk ya,beda budidaya nyamuk wolbachia tekan produktivitas nyamuk dbd membudidaya nyamuk ya
1,@Ilhamtob @DokterTifa @Ruang79 Loh wolbachia ini salah satu cara alam untuk membunuh DBD,loh wolbachia salah alam bunuh dbd
0,"@evparda @sigemoyyyyyyy15 Program nyamuk aedes aegpty yg diisi bakteri wolbachia spy mrk itu sendiri mandul (cegah DBD), tp bahayanya nyamuk culex jd lebih byk (tdk punya saingan), culex bs jd perantara encephalitis (radang otak), malang tidak masuk list... Mari kritis tp bertanggung jawab... :)",program nyamuk aedes aegpty yg isi bakteri wolbachia spy mrk mandul cegah dbd tp bahaya nyamuk culex jd byk tdk saing culex bs jd antara encephalitis radang otak malang masuk list mari kritis tp tanggung
1,"@DokterTifa ngehadapin DBD tuh kita perlu kompak sih guys, karena kalau gini terus yaudh DBD terus semakin meningkat dan kita gak ngapa ngapain, toh wolbachia udah berhasil di negara negara lain kenapa kita gak mau coba aja sih",ngehadapin dbd tuh kompak sih guys gin yaudh dbd tingkat gak ngapa ngapain wolbachia udah hasil negara negara gak coba aja sih
1,"@DokterTifa makin kesini makin yakin kalau wolbachia itu bisa menurunkan kasus DBD, karena udah riset dari berbagai sumber, bahkan ternyata udah ada penelitiannya",kesini wolbachia turun dbd udah riset sumber udah teliti
1,"@DokterTifa coba itu yang masih pada kontra, udah baca penelitian dengan seksama belum? banyak loh riset yang membuktikan wolbachia itu ampuh melawan DBD.",coba kontra udah baca teliti seksama loh riset bukti wolbachia ampuh lawan dbd
1,"@DokterTifa Wolbachia gak merugikan guys, malah dengan adanya wolbachia DBD tuh semakin bye byeee",wolbachia gak rugi guys wolbachia dbd tuh bye byeee
1,"Pernah dengar kabar rekayasa genetik nyamuk wolbachia?  Wolbachia adalah bakteri alami yang berperan menekan persebaran virus penyebab DBD  Nyamuk ber-wolbachia telah ada sejak 2011, yang dimulai di Yogyakarta. Nah di daerah yg telah disebar dapat menurunkan kasus DBD sampai 77%. https://t.co/iSu6Jbf5pq",dengar kabar rekayasa genetik nyamuk wolbachia wolbachia bakteri alami peran tekan sebar virus sebab dbd nyamuk berwolbachia 2011 yogyakarta daerah yg sebar turun dbd 77
1,Pemerintah pusat melalui Kementerian Kesehatan telah mulai melakukan inovasi untuk menekan penyebaran demam berdarah dengue (DBD) dengan menyebar nyamuk wolbachia.  https://t.co/X8NDDOhzgm,perintah pusat menteri sehat inovasi tekan sebar demam darah dengue dbd sebar nyamuk wolbachia
1,"@DokterTifa Sebenernya nyamuk wolbachia gak mengancam guys buat manusia, dia tuh gak beda jauh sama nyamuk pada umumnya bedanya nyamuk wolbachia ini mengancam DBD aja udah",sebenernya nyamuk wolbachia gak ancam guys manusia tuh gak beda nyamuk beda nyamuk wolbachia ancam dbd aja udah
1,@DokterTifa makin cari tau soal nyamuk wolbachia makin tau kalo nyamuk ini modifikasi genetik yang bikin demam berdarah jadi bingung. Mereka datang dengan bakteri dan bawa perang melawan penyakit DBD keren pisan!,cari tau nyamuk wolbachia tau kalo nyamuk modifikasi genetik bikin demam darah bingung bakteri bawa perang lawan sakit dbd keren pis
1,"@geloraco Gw juga sempet ngulik info ini. Di Jogja, program Wolbachia udah jalan, dan hasilnya keren banget! Kasus DBD turun sekitar 70% cuy",gw sempet ngulik info jogja program wolbachia udah jalan hasil keren banget dbd turun 70 cuy
1,"@geloraco tadinya percaya ga percaya sama nyamuk wolbachia, tapi kerabatku di yogyakarta ngerasain dampak dari metode ini dan memang benar angka kasus DBD di yogya beneran turun drastis",percaya ga percaya nyamuk wolbachia kerabat yogyakarta ngerasain dampak metode angka dbd yogya beneran turun drastis
1,8. Diklaim efektif dan terbukti di 13 negara Direktur Pencegahan dan Pengendalian Penyakit Menular (P2PM) Kemenkes Imran Pambudi menyebut efektivitas implementasi wolbachia untuk menurunkan kejadian DBD sudah dibuktikan di 13 negara selain Indonesia.,8 klaim efektif bukti 13 negara direktur cegah kendali sakit tular p2pm kemenkes imran pambudi sebut efektivitas implementasi wolbachia turun jadi dbd bukti 13 negara indonesia
1,🗣 Riris: “Hasil uji efikasi wolbachia menunjukkan hasil menggembirakan. Wolbachia efektif menurunkan 77 persen kasus demam berdarah dan 86 persen kasus DBD dirawat di rumah sakit.”,riris hasil uji efikasi wolbachia hasil gembira wolbachia efektif turun 77 persen demam darah 86 persen dbd rawat rumah sakit
1,"Akibatnya, wolbachia dinilai mampu menghentikan penularan virus DBD saat nyamuk menghisap darah manusia.",akibat wolbachia nilai henti tular virus dbd nyamuk menghisap darah manusia
1,4. Diklaim mampu memutus rantai DBD  Efektivitas teknologi wolbachia diklaim telah diteliti oleh WMP dan Universitas Gadjah Mada (UGM) sejak 2011.  Wolbachia bertindak sebagai pemutus rantai replikasi virus demam berdarah di dalam tubuh nyamuk.,4 klaim putus rantai dbd efektivitas teknologi wolbachia klaim teliti wmp universitas gadjah mada ugm 2011 wolbachia tindak putus rantai replikasi virus demam darah tubuh nyamuk
1,3. Didanai Bill &amp  Melinda Gates Foundation  Penelitian terkait wolbachia dalam menekan penularan DBD mendapatkan pendanaan dari Bill and Melinda Gates Foundation dan Wellcome Trust sejak 2010.,3 dana bill amp melinda gates foundation teliti kait wolbachia tekan tular dbd dana bill and melinda gates foundation wellcome trust 2010
1,"Wolbachia"" merupakan inovasi terbaru pengendalian virus dengue penyebab DBD. Perlu dukungan penuh masyarakat untuk keberlanjutan program ini. #ArtikelOpini #AdadiKompas   https://t.co/8fU7l9aLZ3""",wolbachia inovasi baru kendali virus dengue sebab dbd dukung penuh masyarakat lanjut program
1,"Mau tahu lebih lengkap infonya? Yuk, simak pembahasan lengkapnya pada postingan di atas.   Salam Sehat!  #kemenkesRI #farmalkes #demamberdarah #dengue #DBD #wolbachia #nyamuk #aedesaegypti  #nyamukbaik #nyamukberwolbachia https://t.co/lTx0PgloEb",lengkap info yuk simak bahas lengkap postingan salam sehat
1,"Langkah pemerintah untuk menyebar nyamuk Wolbachia di beberapa kota di Indonesia, khususnya yang memiliki preferensi kasus DBD yang besar, mendapat penolakan dari masyarkat.",langkah perintah sebar nyamuk wolbachia kota indonesia milik preferensi dbd tolak masyarkat
1,"Akibatnya nyamuk yang mengandung Wolbachia tidak mampu lagi untuk menularkan virus dengue ketika menghisap darah orang. Dengan demikian, secara alami jumlah kasus DBD juga akan berkurang.",akibat nyamuk kandung wolbachia tular virus dengue menghisap darah orang alami dbd kurang
1,Wawancara 'Komandan Nyamuk' tentang Wolbachia guna Lawan DBD https://t.co/LA5YGBUbSw https://t.co/9Jg5cCHlAV,wawancara komandan nyamuk wolbachia lawan dbd
1,"Mengenal Nyamuk Aedes Aegypti Wolbachia, Diklaim Efektif Turunkan Kasus DBD https://t.co/AOzKbiWm7x",kenal nyamuk aedes aegypti wolbachia klaim efektif turun dbd
1,"Berkat Wolbachia, Kota Yogyakarta Catat Rekor Kasus DBD Terendah https://t.co/hC2WynmW5w",berkat wolbachia kota yogyakarta catat rekor dbd rendah
1,Yoya-Bantul Sukses Turunkan DBD Atasi Endemi Dengue dengan Wolbachia https://t.co/5yo5zUURrM,yoyabantul sukses turun dbd atas endemi dengue wolbachia
1,"Artikel bagus dari SG... Proyek Wolbachia udah berjalan sejak 2016, gagal, DBD naik, virus berubah menjadi fenotipe yang berbeda dll. https://t.co/aSPkpOWuS4 https://t.co/Y9g9u0Gp8P",artikel bagus sg proyek wolbachia udah jalan 2016 gagal dbd virus ubah fenotipe beda dll
1,Aksi Bela Palestina di Monas https://t.co/O0R0GWa5gE  Kemenkes Sebar Nyamuk Wolbachia Secara Nasiona Jika Sukses di 5 Kota https://t.co/YISpPdd2NF Kasus DBD di Kota Yogyakarta Turun 77 Persen Usai Nyamuk Wolbachia Dilepas  https://t.co/6lQhWXTd6X,aksi bela palestina monas kemenkes sebar nyamuk wolbachia nasiona sukses 5 kota dbd kota yogyakarta turun 77 persen nyamuk wolbachia lepas
1,@KemenkesRI gak nyangka ya nyamuk yang 'infeksi' wolbachia jadi jalan baru mengurangi DBD. semoga inovasi ini bisa jadi game changer deh,gak nyangka ya nyamuk infeksi wolbachia jalan kurang dbd moga inovasi game changer deh
1,"@KemenkesRI Wolbachia gak main-main, ternyata data dari kemenkes nunjukin performa bagusnya dalam menurunkan kasus DBD. Inovasi yang bermanfaat banget, gini lagi dong kedepannya :D",wolbachia gak mainmain data kemenkes nunjukin performa bagus turun dbd inovasi manfaat banget gin depan d
1,"@KemenkesRI Kementrian kesehatan ngasih kejutan dengan Wolbachia! udah ada bukti di yogyakarta, DBD langsung ngerosot. Keren banget inovasinya, salut",tri sehat ngasih kejut wolbachia udah bukti yogyakarta dbd langsung ngerosot keren banget inovasi salut
1,"@KemenkesRI udah pada baca? Dari penelitian dan implementasi wolbachia di Jogja, kasus DBD bisa turun sampai 70 persen.",udah baca teliti implementasi wolbachia jogja dbd turun 70 persen
1,Nyamuk dengan bakteri 'Wolbachia' diklaim dapat menurunkan penyebaran kasus DBD. Bagaimana cara kerja nyamuk ber-Wolbachia melawan DBD? Simak #Infografis #CNNIndonesia: https://t.co/cuQHNEiIaz https://t.co/XU4j3YgVWB,nyamuk bakteri wolbachia klaim turun sebar dbd kerja nyamuk berwolbachia lawan dbd simak
1,Tapi jangan khawatir! Kementerian Kesehatan Republik Indonesia telah menerapkan teknologi Wolbachia untuk mengatasi DBD di lima kota di Indonesia. https://t.co/XXlkzZc6z9,khawatir menteri sehat republik indonesia terap teknologi wolbachia atas dbd kota indonesia
1,"berwolbachiaa atau bisa disebut nyamuk baik lhoo !!! 🦟🦟🦟  Kuy, kita cegah Penyakit DBD bersama-sama.  Yuk simak video berikut 😉  #DBD  #WolbachiadiJakarta #Wolbachia #NyamukAman #bebasDBD",berwolbachiaa nyamuk lhoo kuy cegah sakit dbd bersamasama yuk simak video
1,"Dengan Nyamuk Wolbachia, Australia dan Kolombia Sukses Tekan Kasus DBD Lebih dari 90 Persen  https://t.co/qXrlB21o7s",nyamuk wolbachia australia kolombia sukses tekan dbd 90 persen
1,POLEMIK WOLBACHIA: Mengenal Efektivitas Inovasi Teknologi Atasi DBD https://t.co/VRSlN6pzZo   @PBIDI #Wolbachia efektif atau tidak? #DemamBerdarahDengue #DBD,polemik wolbachia kenal efektivitas inovasi teknologi atas dbd efektif
1,Nyamuk Dengan Bakteri Wolbachia Berhasil Turunkan Kematian Akibat DBD https://t.co/lvzzgt0Gsy,nyamuk bakteri wolbachia hasil turun mati akibat dbd
1,"Mengenal Intervensi Wolbachia, Pelengkap Program Pengendalian Demam Berdarah Dengue (DBD): Intervensi Wolbachia dipercaya efektif dalam mengendalikan kasus demam berdarah dengue dan tentunya aman bagi manusia, hewan, serta lingkungan. https://t.co/f27oCoKFUo",kenal intervensi wolbachia lengkap program kendali demam darah dengue dbd intervensi wolbachia percaya efektif kendali demam darah dengue aman manusia hewan lingkung
1,Dinkes DKI Jakarta menegaskan pelaksanaan program penyebaran nyamuk Wolbachia untuk mencegah wabah DBD aman untuk manusia https://t.co/mp1UTtjQ0s,dinkes dki jakarta laksana program sebar nyamuk wolbachia cegah wabah dbd aman manusia
1,"@MjAgungNugroho1 @DokterTifa Di daerah anda mungkin kecil..... tapi kan nggak semua daerah seperti daerah anda. Kasus DBD parah, secara nasional kalau misal ada 1 juta pasien, yang meninggal bisa ribuan lho....  Dan wolbachia ini udah proven efektif di jogja.",daerah nggak daerah daerah dbd parah nasional 1 juta pasien tinggal ribu lho wolbachia udah proven efektif jogja
1,@naira_747 @DokterTifa Aedes aegypti dengan wolbachia akan menekan perkembangan virus dengue. Nyamuk yang mengandung bakteri wolbachia expected nggak bisa nularin dbd.,aedes aegypti wolbachia tekan kembang virus dengue nyamuk kandung bakteri wolbachia expected nggak nularin dbd
1,@Muhamma87748717 @DokterTifa nyamuknya sih tetep aedes aegypti. Cuma di dalamnya udah dikasih bakteri wolbachia.  Bakteri ini yang suppress perkembangan virus DBD di dalam nyamuk. Dan wolbachia ini akan menyebar ke nyamuk lain saat mereka kawin. Tapi bakteri ini nggak nyebar ke manusia.,nyamuk sih tetep aedes aegypti dalam udah kasih bakteri wolbachia bakteri suppress kembang virus dbd nyamuk wolbachia sebar nyamuk kawin bakteri nggak nyebar manusia
